title,company,location,description,salary_predicted,date_posted,category,avg_salary,city,description_clean,sql,python,power bi,tableau,excel,r,spark,aws,azure,snowflake,pandas,matplotlib,seaborn,machine learning,statistics,dax,etl,looker,databricks
Informatics Architect,Gritter Francona,"Texas, US","The VHA HEFP Special Engineering Program (SEP) manages nationally prioritized, high-impact capital initiatives, including the Electronic Health Record Modernization, Facility Recapitalization, and Targeted Infrastructure programs. SEP establishes national priorities to ensure consistent, enterprise-wide alignment and execution. Gritter Francona is looking for an Informatics Architect/Business Intelligence Developer to support this potential project. Key Responsibilities and key experience: Expe…",Yes,"May 20, 2026",IT Jobs,89967.15,Texas,"the vha hefp special engineering program (sep) manages nationally prioritized, high-impact capital initiatives, including the electronic health record modernization, facility recapitalization, and targeted infrastructure programs. sep establishes national priorities to ensure consistent, enterprise-wide alignment and execution. gritter francona is looking for an informatics architect/business intelligence developer to support this potential project. key responsibilities and key experience: expe…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cost Analyst – Energy / Midstream,Turner & Townsend,"Houston, Harris County","Job Description Turner & Townsend is looking for an experienced and highly skilled Cost Analyst to join our dynamic team. This role requires strong analytical skills, expertise in data analysis tools, and the ability to effectively communicate complex information. Responsibilities: Collaborate with internal teams and stakeholders to gather, process, and analyze data from various sources. Work with internal teams and stakeholders to understand data needs and provide actionable insights to suppor…",Yes,"May 26, 2026",IT Jobs,92314.78,Houston,"job description turner & townsend is looking for an experienced and highly skilled cost analyst to join our dynamic team. this role requires strong analytical skills, expertise in data analysis tools, and the ability to effectively communicate complex information. responsibilities: collaborate with internal teams and stakeholders to gather, process, and analyze data from various sources. work with internal teams and stakeholders to understand data needs and provide actionable insights to suppor…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fabric Data Engineer (Remote),Irvine Technology Corporation,"Farmers Branch, Dallas","Fabric Data Engineer (Remote) We are seeking a skilled Data Engineer with strong Python/PySpark expertise to build and maintain scalable cloud-based pipelines within Azure environments such as Microsoft Fabric or Synapse. As part of our process after applying, you may receive an invitation from our AI Recruiter Avery for a short conversation that lets you share more about your background beyond your resume. For questions, contact . Job Type: Long-term contract Compensation: This job expects to …",No,"May 15, 2026",IT Jobs,137280.0,Farmers Branch,"fabric data engineer (remote) we are seeking a skilled data engineer with strong python/pyspark expertise to build and maintain scalable cloud-based pipelines within azure environments such as microsoft fabric or synapse. as part of our process after applying, you may receive an invitation from our ai recruiter avery for a short conversation that lets you share more about your background beyond your resume. for questions, contact . job type: long-term contract compensation: this job expects to …",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
SAP Accounting Function Analyst,Insight Global,"Frisco, Collin County","Job Description Notes: Managing the work - working with other team members of doing asset conversion, Data analysis portion - gathering necessary content for data conversion Converting from multiple systems (including Oracle, Fix, SAP ECC, Sage) to S4HANA Asset Subledger More important to know S4 than the legacy systems Alteryx for babbing, More of a data analyst This is NOT a technical loader role, this is the person getting the asset subledger files then doing master data conversions into an …",Yes,"May 19, 2026",IT Jobs,107130.84,Frisco,"job description notes: managing the work - working with other team members of doing asset conversion, data analysis portion - gathering necessary content for data conversion converting from multiple systems (including oracle, fix, sap ecc, sage) to s4hana asset subledger more important to know s4 than the legacy systems alteryx for babbing, more of a data analyst this is not a technical loader role, this is the person getting the asset subledger files then doing master data conversions into an …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Analyst,"Austin, TX","Austin, Travis County","8 or more years of experience, relies on experience and judgment to plan and accomplish goals, independently performs a variety of complicated tasks, a wide degree of creativity and latitude is expected. Min 5 years of experience, served as a liaison between the Business community and Customer IT Teams (i.e., Architecture, Project Delivery, Application Sustain, etc.). Strong experience as a Data Analyst in analyzing raw data, and as a Business Analyst in requirements gathering, understanding te…",Yes,"April 21, 2026",IT Jobs,76762.55,Austin,"8 or more years of experience, relies on experience and judgment to plan and accomplish goals, independently performs a variety of complicated tasks, a wide degree of creativity and latitude is expected. min 5 years of experience, served as a liaison between the business community and customer it teams (i.e., architecture, project delivery, application sustain, etc.). strong experience as a data analyst in analyzing raw data, and as a business analyst in requirements gathering, understanding te…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Team Lead,SOS International LLC,"Fort Bliss, El Paso County","El Paso, TX, USA Full-time Clearance Requirement: Other Company Description Founded in 1989, SOSi is among the largest private, founder-owned technology and services integrators in the defense and government services industry. We deliver tailored solutions, tested leadership, and trusted results to enable national security missions worldwide. Job Description Overview SOSi is seeking a Team Lead who will be responsible for supporting the Supervisor in managing day-to-day shift operations and wil…",Yes,"November 22, 2025",Admin Jobs,60548.38,Fort Bliss,"el paso, tx, usa full-time clearance requirement: other company description founded in 1989, sosi is among the largest private, founder-owned technology and services integrators in the defense and government services industry. we deliver tailored solutions, tested leadership, and trusted results to enable national security missions worldwide. job description overview sosi is seeking a team lead who will be responsible for supporting the supervisor in managing day-to-day shift operations and wil…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Team Lead,SOS International LLC,"Fort Bliss, El Paso County","Multiple Locations, Multiple Locations, USA Full-time Clearance Requirement: Other Company Description Founded in 1989, SOSi is among the largest private, founder-owned technology and services integrators in the defense and government services industry. We deliver tailored solutions, tested leadership, and trusted results to enable national security missions worldwide. Job Description Overview  This position is contingent upon contract award  SOSi is seeking a Team Lead to support a 24/7/365 pr…",Yes,"May 19, 2026",IT Jobs,67424.9,Fort Bliss,"multiple locations, multiple locations, usa full-time clearance requirement: other company description founded in 1989, sosi is among the largest private, founder-owned technology and services integrators in the defense and government services industry. we deliver tailored solutions, tested leadership, and trusted results to enable national security missions worldwide. job description overview  this position is contingent upon contract award  sosi is seeking a team lead to support a 24/7/365 pr…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Program Controls Data Analysis, Reporting & AI Analyst",Oracle,"Tarrytown, Travis County","Job Description Position Overview We are seeking a highly proactive and detail-oriented Data Analysis, Reporting & AI Analyst to support analytics and reporting efforts related to data center infrastructure build programs . This role will sit within the Data Governance, Analytics & Reporting organization and will focus on transforming complex data into actionable insights, improving reporting quality, supporting data-driven decision-making, and helping identify opportunities to apply AI and aut…",Yes,"May 14, 2026",IT Jobs,121421.89,Tarrytown,"job description position overview we are seeking a highly proactive and detail-oriented data analysis, reporting & ai analyst to support analytics and reporting efforts related to data center infrastructure build programs . this role will sit within the data governance, analytics & reporting organization and will focus on transforming complex data into actionable insights, improving reporting quality, supporting data-driven decision-making, and helping identify opportunities to apply ai and aut…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Human Factors Design Engineer with Security Clearance,Lockheed Martin,"Fort Worth, Tarrant County","Job Number 719783BR Description:By bringing together people that use their passion for purposeful innovation, at Lockheed Martin we keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work. With our employees as our priority, we provide career opportunities designed to propel development and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enabl…",Yes,"May 25, 2026",Engineering Jobs,244038.38,Fort Worth,"job number 719783br description:by bringing together people that use their passion for purposeful innovation, at lockheed martin we keep people safe and solve the world's most complex challenges. our people are some of the greatest minds in the industry and truly make lockheed martin a great place to work. with our employees as our priority, we provide career opportunities designed to propel development and boost agility. our flexible schedules, competitive pay, and comprehensive benefits enabl…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Project Engineer - R1496,Pinnacle,"Golden Acres, Harris County","We are building a team of trailblazers, who embody growth, impact, and excellence. Job Description The Impact of a Reliability Data Analyst As a Reliability Data Analyst (RDA), you will expand on your professional experience by leveraging existing skills to contribute to new industries in numerous disciplines, such as, Mechanical Integrity (MI), Risk Based Inspection (RBI), Reliability Centered Maintenance (RCM), Quantitative Reliability Optimization (QRO), technology development and implementa…",Yes,"May 16, 2026",Engineering Jobs,82845.98,Golden Acres,"we are building a team of trailblazers, who embody growth, impact, and excellence. job description the impact of a reliability data analyst as a reliability data analyst (rda), you will expand on your professional experience by leveraging existing skills to contribute to new industries in numerous disciplines, such as, mechanical integrity (mi), risk based inspection (rbi), reliability centered maintenance (rcm), quantitative reliability optimization (qro), technology development and implementa…",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enterprise Data and Integration Director,Green Brick Partners,"Prestonwood, Collin County","The Enterprise Data and Integration Director must believe in, practice and initiate all Green Brick Partners values set forth in an acronym we call HOME. They must be H onest, O bjective, M ature and E fficient in how he or she approaches their role at Green Brick Partners. This role owns Microsoft Fabric as the organization’s core data platform and integration layer while modernizing legacy reporting and data movement patterns. This is a lean team environment. The Director will serve as both a…",Yes,"May 20, 2026",IT Jobs,132940.89,Prestonwood,"the enterprise data and integration director must believe in, practice and initiate all green brick partners values set forth in an acronym we call home. they must be h onest, o bjective, m ature and e fficient in how he or she approaches their role at green brick partners. this role owns microsoft fabric as the organization’s core data platform and integration layer while modernizing legacy reporting and data movement patterns. this is a lean team environment. the director will serve as both a…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Project Engineer - R1498,Pinnacle,"Golden Acres, Harris County","We are building a team of trailblazers, who embody growth, impact, and excellence. Job Description The Impact of a Reliability Data Analyst As a Reliability Data Analyst (RDA), you will grow your professional experience by leveraging your education and existing job skills to contribute to a variety of industries in numerous disciplines, such as, Mechanical Integrity (MI), Risk Based Inspection (RBI), Reliability Centered Maintenance (RCM), Quantitative Reliability Optimization (QRO), technology…",Yes,"February 22, 2025",IT Jobs,85112.27,Golden Acres,"we are building a team of trailblazers, who embody growth, impact, and excellence. job description the impact of a reliability data analyst as a reliability data analyst (rda), you will grow your professional experience by leveraging your education and existing job skills to contribute to a variety of industries in numerous disciplines, such as, mechanical integrity (mi), risk based inspection (rbi), reliability centered maintenance (rcm), quantitative reliability optimization (qro), technology…",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tactical Evacuation Abstractor (Analyst),Cherokee Federal,"San Antonio, Bexar County","Description Tactical Evacuation Abstractor (Analyst) This position requires an active Secret clearance or the ability to obtain a Secret clearance to be considered. A government contract requires that this position be restricted to U.S. citizens or legal permanent residents. You must provide documentation that you are a U.S. citizen or legal permanent resident to qualify. The Tactical Evacuation Abstractor (Analyst) is responsible for collecting, verifying, and entering trauma patient data rela…",No,"May 14, 2026",IT Jobs,97500.0,San Antonio,"description tactical evacuation abstractor (analyst) this position requires an active secret clearance or the ability to obtain a secret clearance to be considered. a government contract requires that this position be restricted to u.s. citizens or legal permanent residents. you must provide documentation that you are a u.s. citizen or legal permanent resident to qualify. the tactical evacuation abstractor (analyst) is responsible for collecting, verifying, and entering trauma patient data rela…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Finance Business Analyst,The University of Texas at Austin Staff,"Bee Cave, Travis County","Senior Finance Business Analyst Dell Medical School is seeking a Senior Finance Business Analyst. Purpose The Senior Finance Business Analyst is an advanced individual contributor who supports operational and financial performance across the Department of Psychiatry & Behavioral Sciences, working directly with the Texas Child Mental Healthcare Consortium budgets (TMHCC). This role leads complex financial and operational analyses, develops advanced reporting tools and dashboards, and drives stra…",Yes,"May 26, 2026",Accounting & Finance Jobs,98111.82,Bee Cave,"senior finance business analyst dell medical school is seeking a senior finance business analyst. purpose the senior finance business analyst is an advanced individual contributor who supports operational and financial performance across the department of psychiatry & behavioral sciences, working directly with the texas child mental healthcare consortium budgets (tmhcc). this role leads complex financial and operational analyses, develops advanced reporting tools and dashboards, and drives stra…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marketing Intern,Triple-S Steel,"Cockrell Hill, Dallas","We are seeking a motivated and detail-oriented Marketing Intern to support our growth initiatives. Attend and support trade shows, industry events, and customer-facing activations, capturing lead data, managing contacts, and ensuring follow-through on post-event outreach Manage and maintain the Triple-S marketing online storefront, including product listings, and user experience improvements Assist in developing and executing social media campaigns across LinkedIn and other relevant platforms, …",Yes,"May 02, 2026","PR, Advertising & Marketing Jobs",33132.18,Cockrell Hill,"we are seeking a motivated and detail-oriented marketing intern to support our growth initiatives. attend and support trade shows, industry events, and customer-facing activations, capturing lead data, managing contacts, and ensuring follow-through on post-event outreach manage and maintain the triple-s marketing online storefront, including product listings, and user experience improvements assist in developing and executing social media campaigns across linkedin and other relevant platforms, …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Engineer - Foxconn Industrial Internet,FII,"Houston, Harris County","Job Summary: Foxconn Houston has several Lighthouse Factory plants manufacturing servers and server cabinets. The company is hiring dedicated data engineers to ensure its data is accessible, secure, and efficient. This role collaborates with data analysts to create data pipelines for data from all kinds of sources within the manufacturing factory setting. The data engineer will create, maintain, and optimize ETL pipelines using Apache or other Big Data tools and Cicada, an internal ETL tool. Th…",Yes,"April 16, 2026",IT Jobs,143749.27,Houston,"job summary: foxconn houston has several lighthouse factory plants manufacturing servers and server cabinets. the company is hiring dedicated data engineers to ensure its data is accessible, secure, and efficient. this role collaborates with data analysts to create data pipelines for data from all kinds of sources within the manufacturing factory setting. the data engineer will create, maintain, and optimize etl pipelines using apache or other big data tools and cicada, an internal etl tool. th…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Business Analyst,"Austin, TX","Austin, Travis County","Reviews, analyzes, and evaluates business systems and user needs. Formulates systems to parallel overall business strategies. Experienced with business process reengineering and identifying new applications of technology to business problems to make business more effective. Familiar with industry standard business process mapping, and reengineering. Prepares solution options, risk identification, and financial analyses such as cost/benefit, ROI, buy/build, etc. Writes detailed description of us…",Yes,"April 21, 2026",IT Jobs,73868.45,Austin,"reviews, analyzes, and evaluates business systems and user needs. formulates systems to parallel overall business strategies. experienced with business process reengineering and identifying new applications of technology to business problems to make business more effective. familiar with industry standard business process mapping, and reengineering. prepares solution options, risk identification, and financial analyses such as cost/benefit, roi, buy/build, etc. writes detailed description of us…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Analyst,"Austin, TX","Austin, Travis County","Job Description: Reviews, analyzes, and evaluates business systems and user needs. Formulates systems to parallel overall business strategies. Experienced with business process reengineering and identifying new applications of technology to business problems to make business more effective. Familiar with industry standard business process mapping, and reengineering. Prepares solution options, risk identification, and financial analyses such as cost/benefit, ROI, buy/build, etc. Writes detailed …",Yes,"April 21, 2026",IT Jobs,76480.2,Austin,"job description: reviews, analyzes, and evaluates business systems and user needs. formulates systems to parallel overall business strategies. experienced with business process reengineering and identifying new applications of technology to business problems to make business more effective. familiar with industry standard business process mapping, and reengineering. prepares solution options, risk identification, and financial analyses such as cost/benefit, roi, buy/build, etc. writes detailed …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Business Analyst,Onset LLC,"Austin, Travis County","The Senior Business Analyst will review, analyze, and evaluate business systems and user needs to support organizational and technology objectives. This role will be responsible for identifying opportunities for process improvement, documenting system functionality, supporting software development activities, and ensuring that application documentation and user materials remain accurate and current. The position will work closely with IT developers, analysts, project teams, and Contract Managem…",No,"May 14, 2026",IT Jobs,125000.0,Austin,"the senior business analyst will review, analyze, and evaluate business systems and user needs to support organizational and technology objectives. this role will be responsible for identifying opportunities for process improvement, documenting system functionality, supporting software development activities, and ensuring that application documentation and user materials remain accurate and current. the position will work closely with it developers, analysts, project teams, and contract managem…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Engineer,H R PUNDITS INC,"Carrollton, Denton County",Benefits: 401(k) Paid time off Parental leave Job Title: Data Engineer Location: Lewisville TX Onsite/ Remote: Day 1 Onsite at customer location Automotive domain Must. Job Functions / Responsibilities · Candidate must have Battery Electric Vehicle related experience. · Build and document automated data pipelines from a wide range of data sources with an emphasis on automation and scale · Develop highly available applications and APIs to support near-real-time integrations using an AWS-based te…,No,"March 16, 2026",IT Jobs,120000.0,Carrollton,benefits: 401(k) paid time off parental leave job title: data engineer location: lewisville tx onsite/ remote: day 1 onsite at customer location automotive domain must. job functions / responsibilities · candidate must have battery electric vehicle related experience. · build and document automated data pipelines from a wide range of data sources with an emphasis on automation and scale · develop highly available applications and apis to support near-real-time integrations using an aws-based te…,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lead Asset Management,Vistra,"Irving, Dallas","If you have what it takes to become part of the Vistra family and would like to start a promising career with a global leader, take a look at the exciting employment opportunities that are currently available and apply online. Job Summary Job Description Key Accountabilities: Developing and implementing data strategy and analytics initiatives that align with business objectives. Leading and managing cross-functional teams to execute on data initiatives and drive insights that impact business de…",Yes,"May 20, 2026",Consultancy Jobs,127115.27,Irving,"if you have what it takes to become part of the vistra family and would like to start a promising career with a global leader, take a look at the exciting employment opportunities that are currently available and apply online. job summary job description key accountabilities: developing and implementing data strategy and analytics initiatives that align with business objectives. leading and managing cross-functional teams to execute on data initiatives and drive insights that impact business de…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Quant Analytics Associate Senior - Corrections and Remediations,JPMorganChase,"Plano, Collin County","Description If you are passionate about safeguarding customers by triaging, fixing, and preventing issues across complex operations, this is where you belong. Join our Corrections and Remediations team to drive stability, efficiency, and quality with robust Consumer and Community Banking (CCB) analytics and resilient IT support. As a Quant Analytics Associate Senior in Corrections and Remediation Team, you will lead data-driven solutions that triage, fix, and prevent customer impact arising fro…",Yes,"March 21, 2026",IT Jobs,176350.34,Plano,"description if you are passionate about safeguarding customers by triaging, fixing, and preventing issues across complex operations, this is where you belong. join our corrections and remediations team to drive stability, efficiency, and quality with robust consumer and community banking (ccb) analytics and resilient it support. as a quant analytics associate senior in corrections and remediation team, you will lead data-driven solutions that triage, fix, and prevent customer impact arising fro…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Systems Engineer,Charles Schwab,"South Lake, Tarrant County","At Schwab, you’re empowered to make an impact on your career. Here, innovative thought meets creative problem solving, helping us “challenge the status quo” and transform the finance industry together. We Believe in the importance of in-office collaboration and fully intend for the selected candidate for this role to work on site in the specified location(s). Applicants must be currently authorized to work in the United States on a full time basis without employer sponsorship. Would you like to…",Yes,"May 17, 2026",IT Jobs,127734.91,South Lake,"at schwab, you’re empowered to make an impact on your career. here, innovative thought meets creative problem solving, helping us “challenge the status quo” and transform the finance industry together. we believe in the importance of in-office collaboration and fully intend for the selected candidate for this role to work on site in the specified location(s). applicants must be currently authorized to work in the united states on a full time basis without employer sponsorship. would you like to…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Engineer II, Data",CarMax,"Richmond, Fort Bend County","8117 - Dallas Technology Hub - 5830 Granite Parkway, Plano, Texas, 75024 CarMax, the way your career should be! About this job The bulk of the data engineer’s work would be in building, managing and optimizing data pipelines and then moving these data pipelines effectively into production for key data and analytics consumers (like business/data analysts, data scientists or any persona that needs curated data for operational and analytical data use cases. Data engineers also need to guarantee co…",Yes,"April 18, 2026",IT Jobs,75889.73,Richmond,"8117 - dallas technology hub - 5830 granite parkway, plano, texas, 75024 carmax, the way your career should be! about this job the bulk of the data engineer’s work would be in building, managing and optimizing data pipelines and then moving these data pipelines effectively into production for key data and analytics consumers (like business/data analysts, data scientists or any persona that needs curated data for operational and analytical data use cases. data engineers also need to guarantee co…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Manager, Applied Research 3",eBay,"Austin, Travis County","At eBay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. Our platform empowers millions of buyers and sellers in more than 190 markets around the world. We’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts. Our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. We're in this together, sustaining the futur…",No,"April 09, 2026",IT Jobs,206050.0,Austin,"at ebay, we're more than a global ecommerce leader — we’re changing the way the world shops and sells. our platform empowers millions of buyers and sellers in more than 190 markets around the world. we’re committed to pushing boundaries and leaving our mark as we reinvent the future of ecommerce for enthusiasts. our customers are our compass, authenticity thrives, bold ideas are welcome, and everyone can bring their unique selves to work — every day. we're in this together, sustaining the futur…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior Data Scientist,Abbott,"Tarrytown, Travis County","Abbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 115,000 colleagues serve people in more than 160 countries. Working at Abbott At Abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. You…",Yes,"April 17, 2026",IT Jobs,175458.55,Tarrytown,"abbott is a global healthcare leader that helps people live more fully at all stages of life. our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. our 115,000 colleagues serve people in more than 160 countries. working at abbott at abbott, you can do work that matters, grow, and learn, care for yourself and family, be your true self and live a full life. you…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cost Analyst - Energy / Midstream,Turner & Townsend,"Old Sixth Ward, Houston","Company Description Turner & Townsend is a global professional services company with over 22,000 people in more than 60 countries. Working with our clients across real estate, infrastructure, energy and natural resources, we transform together delivering outcomes that improve people's lives. Working in partnership makes it possible to deliver the world's most impactful projects and programmes as we turn challenge into opportunity and complexity into success. Our capabilities include programme, …",Yes,"May 27, 2026",IT Jobs,129143.02,Old Sixth Ward,"company description turner & townsend is a global professional services company with over 22,000 people in more than 60 countries. working with our clients across real estate, infrastructure, energy and natural resources, we transform together delivering outcomes that improve people's lives. working in partnership makes it possible to deliver the world's most impactful projects and programmes as we turn challenge into opportunity and complexity into success. our capabilities include programme, …",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Director, Data Analytics ACO - Remote",Sound Physicians,"Highland Park, Dallas","Job Details Description About Sound Headquartered in Tacoma, WA, Sound Physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, APPs, CRNAs, and nurses practicing in 400-plus hospitals across 45 states. Founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, Sound has a reputation for innovating and leading through an ever-changing healthc…",Yes,"July 16, 2025",IT Jobs,115476.93,Highland Park,"job details description about sound headquartered in tacoma, wa, sound physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, apps, crnas, and nurses practicing in 400-plus hospitals across 45 states. founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, sound has a reputation for innovating and leading through an ever-changing healthc…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Director, Data Analytics ACO - Remote",Sound Physicians,"Bee Cave, Travis County","Job Details Description About Sound Headquartered in Tacoma, WA, Sound Physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, APPs, CRNAs, and nurses practicing in 400-plus hospitals across 45 states. Founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, Sound has a reputation for innovating and leading through an ever-changing healthc…",Yes,"July 16, 2025",IT Jobs,108522.34,Bee Cave,"job details description about sound headquartered in tacoma, wa, sound physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, apps, crnas, and nurses practicing in 400-plus hospitals across 45 states. founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, sound has a reputation for innovating and leading through an ever-changing healthc…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Director, Data Analytics ACO - Remote",Sound Physicians,"Trammells, Harris County","Job Details Description About Sound Headquartered in Tacoma, WA, Sound Physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, APPs, CRNAs, and nurses practicing in 400-plus hospitals across 45 states. Founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, Sound has a reputation for innovating and leading through an ever-changing healthc…",Yes,"July 16, 2025",IT Jobs,119804.77,Trammells,"job details description about sound headquartered in tacoma, wa, sound physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, apps, crnas, and nurses practicing in 400-plus hospitals across 45 states. founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, sound has a reputation for innovating and leading through an ever-changing healthc…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Senior SQL & Power BI Analyst,Oms Medical Billing,"Addison, Dallas","Description Location: Addison, TX (On-Site) *No Agencies* *Candidates must be eligible to work in the U.S. without employer sponsorship.* Position Overview We are seeking a hands-on data analyst with strong SQL and Power BI expertise to support healthcare operational and financial reporting. This role is responsible for building governed, reconciled, drillable reporting that leadership can rely on for decision-making. This is not a dashboard-only role. The ideal candidate understands healthcare…",Yes,"February 01, 2026",IT Jobs,126601.7,Addison,"description location: addison, tx (on-site) *no agencies* *candidates must be eligible to work in the u.s. without employer sponsorship.* position overview we are seeking a hands-on data analyst with strong sql and power bi expertise to support healthcare operational and financial reporting. this role is responsible for building governed, reconciled, drillable reporting that leadership can rely on for decision-making. this is not a dashboard-only role. the ideal candidate understands healthcare…",True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MDM Analyst,Tarrant Area Food Bank,"Westover Hills, Tarrant County","Full-time Description Empowering our community to alleviate hunger and improve health. That’s our mission. How will you drive it? You’ll need to be a detail-driven Master Data Analyst who thrives in a “Yes, and” environment—someone who sees data not just as numbers, but as a strategic asset. In this role, you’ll champion a culture of data integrity and consistency, ensuring master data across enterprise systems is accurate, governed, and built to support smart decision-making. You’ll partner ac…",Yes,"May 01, 2026",IT Jobs,78011.7,Westover Hills,"full-time description empowering our community to alleviate hunger and improve health. that’s our mission. how will you drive it? you’ll need to be a detail-driven master data analyst who thrives in a “yes, and” environment—someone who sees data not just as numbers, but as a strategic asset. in this role, you’ll champion a culture of data integrity and consistency, ensuring master data across enterprise systems is accurate, governed, and built to support smart decision-making. you’ll partner ac…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Business Analyst,"Austin, TX","Austin, Travis County","8 or more years of experience, relies on experience and judgment to plan and accomplish goals, independently performs a variety of complicated tasks, a wide degree of creativity and latitude is expected. Min 5 years of experience, served as a liaison between the Business community and Customer IT Teams (i.e., Architecture, Project Delivery, Application Sustain, etc.). Strong experience as a Data Analyst in analyzing raw data, and as a Business Analyst in requirements gathering, understanding te…",Yes,"April 21, 2026",IT Jobs,79706.48,Austin,"8 or more years of experience, relies on experience and judgment to plan and accomplish goals, independently performs a variety of complicated tasks, a wide degree of creativity and latitude is expected. min 5 years of experience, served as a liaison between the business community and customer it teams (i.e., architecture, project delivery, application sustain, etc.). strong experience as a data analyst in analyzing raw data, and as a business analyst in requirements gathering, understanding te…",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
